code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2015020001,Toronto Maple Leafs,1,Montréal Canadiens,3,Dan O'Rourke,Frederick L'Ecuyer,Montréal Canadiens,Toronto Maple Leafs
2015020002,Chicago Blackhawks,2,New York Rangers,3,Ghislain Hebert,Steve Kozari,New York Rangers,Chicago Blackhawks
2015020003,Calgary Flames,1,Vancouver Canucks,5,Chris Lee,Ian Walsh,Vancouver Canucks,Calgary Flames
2015020004,Los Angeles Kings,1,San Jose Sharks,5,Brian Pochmara,Brad Meier,San Jose Sharks,Los Angeles Kings
2015020005,Boston Bruins,2,Winnipeg Jets,6,Greg Kimmerly,Francois St-Laurent,Winnipeg Jets,Boston Bruins
2015020006,Buffalo Sabres,1,Ottawa Senators,3,Dan O'Rourke,Frederick L'Ecuyer,Ottawa Senators,Buffalo Sabres
2015020007,Tampa Bay Lightning,3,Philadelphia Flyers,2,Gord Dwyer,Dean Morton,Tampa Bay Lightning,Philadelphia Flyers
2015020008,St. Louis Blues,3,Edmonton Oilers,1,Francis Charron,Ghislain Hebert,St. Louis Blues,Edmonton Oilers
2015020009,Nashville Predators,2,Carolina Hurricanes,1,Chris Rooney,Kyle Rehman,Nashville Predators,Carolina Hurricanes
2015020010,Dallas Stars,3,Pittsburgh Penguins,0,Graham Skilliter,Tom Kowal,Dallas Stars,Pittsburgh Penguins
2015020011,Colorado Avalanche,4,Minnesota Wild,5,Brian Pochmara,Brad Meier,Minnesota Wild,Colorado Avalanche
2015020012,New Jersey Devils,1,Winnipeg Jets,3,Greg Kimmerly,Eric Furlatt,Winnipeg Jets,New Jersey Devils
2015020013,Columbus Blue Jackets,2,New York Rangers,4,Marc Joannette,Rob Martell,New York Rangers,Columbus Blue Jackets
2015020014,Detroit Red Wings,4,Toronto Maple Leafs,0,Tim Peel,Thomas John Luxmore,Detroit Red Wings,Toronto Maple Leafs
2015020015,New York Islanders,2,Chicago Blackhawks,3,Jean Hebert,Brad Watson,Chicago Blackhawks,New York Islanders
2015020016,Los Angeles Kings,1,Arizona Coyotes,4,Wes McCauley,Justin St. Pierre ,Arizona Coyotes,Los Angeles Kings
2015020017,Buffalo Sabres,1,Tampa Bay Lightning,4,Kelly Sutherland,Ghislain Hebert,Tampa Bay Lightning,Buffalo Sabres
2015020018,Boston Bruins,2,Montréal Canadiens,4,Dan O'Rourke,Mark Lemelin,Montréal Canadiens,Boston Bruins
2015020019,Toronto Maple Leafs,4,Ottawa Senators,4,Kevin Pollock,Francois St-Laurent,Toronto Maple Leafs,Ottawa Senators
2015020020,Florida Panthers,7,Philadelphia Flyers,1,Gord Dwyer,Dean Morton,Florida Panthers,Philadelphia Flyers
2015020021,New York Rangers,5,Columbus Blue Jackets,2,Dave Jackson,Eric Furlatt,New York Rangers,Columbus Blue Jackets
2015020022,Washington Capitals,5,New Jersey Devils,3,Jean Hebert,Brad Watson,Washington Capitals,New Jersey Devils
2015020023,Carolina Hurricanes,3,Detroit Red Wings,4,Rob Martell,Steve Kozari,Detroit Red Wings,Carolina Hurricanes
2015020024,Nashville Predators,2,Edmonton Oilers,0,Francis Charron,Marc Joannette,Nashville Predators,Edmonton Oilers
2015020025,Minnesota Wild,3,St. Louis Blues,2,Graham Skilliter,Brad Meier,Minnesota Wild,St. Louis Blues
2015020026,Chicago Blackhawks,4,New York Islanders,1,Chris Rooney,Kyle Rehman,Chicago Blackhawks,New York Islanders
2015020027,Colorado Avalanche,6,Dallas Stars,3,Dan O'Halloran,Chris Lee,Colorado Avalanche,Dallas Stars
2015020028,Vancouver Canucks,2,Calgary Flames,3,Mike Leggo,Ian Walsh,Calgary Flames,Vancouver Canucks
2015020029,Arizona Coyotes,2,Pittsburgh Penguins,1,Brian Pochmara,Tom Kowal,Arizona Coyotes,Pittsburgh Penguins
2015020030,San Jose Sharks,2,Anaheim Ducks,0,Wes McCauley,Justin St. Pierre ,San Jose Sharks,Anaheim Ducks
2015020031,Ottawa Senators,1,Montréal Canadiens,3,Tim Peel,Thomas John Luxmore,Montréal Canadiens,Ottawa Senators
2015020032,Boston Bruins,3,Tampa Bay Lightning,6,Dave Jackson,Trevor Hanson,Tampa Bay Lightning,Boston Bruins
2015020033,New York Islanders,4,Winnipeg Jets,2,Eric Furlatt,Garrett Rank,New York Islanders,Winnipeg Jets
2015020034,Buffalo Sabres,4,Columbus Blue Jackets,2,Jean Hebert,Francois St-Laurent,Buffalo Sabres,Columbus Blue Jackets
2015020035,Philadelphia Flyers,1,Florida Panthers,0,Brad Watson,Kyle Rehman,Philadelphia Flyers,Florida Panthers
2015020036,Anaheim Ducks,1,Vancouver Canucks,1,Wes McCauley,Justin St. Pierre ,Anaheim Ducks,Vancouver Canucks
2015020037,New Jersey Devils,1,Nashville Predators,3,Dave Jackson,Kevin Pollock,Nashville Predators,New Jersey Devils
2015020038,New York Rangers,1,Winnipeg Jets,4,Jean Hebert,Trevor Hanson,Winnipeg Jets,New York Rangers
2015020039,Pittsburgh Penguins,2,Montréal Canadiens,3,Greg Kimmerly,Brad Watson,Montréal Canadiens,Pittsburgh Penguins
2015020040,Washington Capitals,0,San Jose Sharks,5,Tim Peel,Thomas John Luxmore,San Jose Sharks,Washington Capitals
2015020041,Carolina Hurricanes,1,Florida Panthers,4,Dan O'Rourke,Mark Lemelin,Florida Panthers,Carolina Hurricanes
2015020042,Detroit Red Wings,3,Tampa Bay Lightning,1,Dan O'Halloran,Kendrick Nicholson,Detroit Red Wings,Tampa Bay Lightning
2015020043,Dallas Stars,4,Edmonton Oilers,2,Mike Leggo,Rob Martell,Dallas Stars,Edmonton Oilers
2015020044,Calgary Flames,3,St. Louis Blues,4,Tom Kowal,Brad Meier,St. Louis Blues,Calgary Flames
2015020045,Los Angeles Kings,0,Vancouver Canucks,3,Justin St. Pierre ,Steve Kozari,Vancouver Canucks,Los Angeles Kings
2015020046,Columbus Blue Jackets,3,Ottawa Senators,7,Francis Charron,Greg Kimmerly,Ottawa Senators,Columbus Blue Jackets
2015020047,Philadelphia Flyers,3,Chicago Blackhawks,0,Eric Furlatt,Garrett Rank,Philadelphia Flyers,Chicago Blackhawks
2015020048,Colorado Avalanche,2,Boston Bruins,6,Mike Leggo,Rob Martell,Boston Bruins,Colorado Avalanche
2015020049,Anaheim Ducks,0,Arizona Coyotes,4,Ian Walsh,Steve Kozari,Arizona Coyotes,Anaheim Ducks
2015020050,New York Islanders,4,Nashville Predators,3,Dave Jackson,Frederick L'Ecuyer,New York Islanders,Nashville Predators
2015020051,Pittsburgh Penguins,2,Ottawa Senators,0,Dan O'Halloran,Evgeny Romasko,Pittsburgh Penguins,Ottawa Senators
2015020052,Washington Capitals,4,Chicago Blackhawks,1,Marc Joannette,Francois St-Laurent,Washington Capitals,Chicago Blackhawks
2015020053,Montréal Canadiens,3,New York Rangers,0,Brad Watson,Dean Morton,Montréal Canadiens,New York Rangers
2015020054,Tampa Bay Lightning,3,Dallas Stars,5,Thomas John Luxmore,Kevin Pollock,Dallas Stars,Tampa Bay Lightning
2015020055,Florida Panthers,3,Buffalo Sabres,2,Chris Rooney,Trevor Hanson,Florida Panthers,Buffalo Sabres
2015020056,Edmonton Oilers,2,St. Louis Blues,4,Kelly Sutherland,Chris Lee,St. Louis Blues,Edmonton Oilers
2015020057,Arizona Coyotes,3,Minnesota Wild,4,Gord Dwyer,Ian Walsh,Minnesota Wild,Arizona Coyotes
2015020058,New Jersey Devils,1,San Jose Sharks,1,Dan O'Halloran,Evgeny Romasko,New Jersey Devils,San Jose Sharks
2015020059,Columbus Blue Jackets,3,Toronto Maple Leafs,6,Justin St. Pierre ,Ghislain Hebert,Toronto Maple Leafs,Columbus Blue Jackets
2015020060,Detroit Red Wings,3,Carolina Hurricanes,5,Mike Leggo,Brad Meier,Carolina Hurricanes,Detroit Red Wings
2015020061,Winnipeg Jets,3,Calgary Flames,1,Francis Charron,Kelly Sutherland,Winnipeg Jets,Calgary Flames
2015020062,Vancouver Canucks,3,St. Louis Blues,4,Graham Skilliter,Chris Lee,St. Louis Blues,Vancouver Canucks
2015020063,Anaheim Ducks,0,Colorado Avalanche,3,Tim Peel,Ian Walsh,Colorado Avalanche,Anaheim Ducks
2015020064,Los Angeles Kings,2,Minnesota Wild,1,Rob Martell,Steve Kozari,Los Angeles Kings,Minnesota Wild
2015020065,Montréal Canadiens,4,Detroit Red Wings,1,Dave Jackson,Marc Joannette,Montréal Canadiens,Detroit Red Wings
2015020066,Ottawa Senators,3,Nashville Predators,3,Wes McCauley,Eric Furlatt,Ottawa Senators,Nashville Predators
2015020067,Tampa Bay Lightning,2,Buffalo Sabres,1,Chris Rooney,Frederick L'Ecuyer,Tampa Bay Lightning,Buffalo Sabres
2015020068,Florida Panthers,2,Dallas Stars,4,Thomas John Luxmore,Kevin Pollock,Dallas Stars,Florida Panthers
2015020069,Pittsburgh Penguins,2,Toronto Maple Leafs,1,Jean Hebert,Ghislain Hebert,Pittsburgh Penguins,Toronto Maple Leafs
2015020070,Washington Capitals,4,Carolina Hurricanes,1,Dan O'Halloran,Dean Morton,Washington Capitals,Carolina Hurricanes
2015020071,New York Islanders,6,San Jose Sharks,3,Francois St-Laurent,Trevor Hanson,New York Islanders,San Jose Sharks
2015020072,Chicago Blackhawks,4,Columbus Blue Jackets,1,Francis Charron,Brad Meier,Chicago Blackhawks,Columbus Blue Jackets
