,Ref,Score,Team
112,Eric Furlatt,4,Detroit Red Wings
113,Eric Furlatt,1,Nashville Predators
114,Stephen Walkom,4,Detroit Red Wings
115,Stephen Walkom,1,Nashville Predators
116,Kerry Fraser,2,Detroit Red Wings
117,Kerry Fraser,0,Nashville Predators
118,Marc Joannette,2,Detroit Red Wings
119,Marc Joannette,0,Nashville Predators
120,Dan O'Halloran,1,San Jose Sharks
121,Dan O'Halloran,0,St. Louis Blues
122,Kerry Fraser,1,San Jose Sharks
123,Kerry Fraser,0,St. Louis Blues
124,Kelly Sutherland,3,San Jose Sharks
125,Kelly Sutherland,1,St. Louis Blues
126,Stephen Walkom,3,San Jose Sharks
127,Stephen Walkom,1,St. Louis Blues
128,Dennis LaRue,1,San Jose Sharks
129,Dennis LaRue,4,St. Louis Blues
130,Don Koharski,1,San Jose Sharks
131,Don Koharski,4,St. Louis Blues
132,Bill McCreary,4,San Jose Sharks
133,Bill McCreary,3,St. Louis Blues
134,Eric Furlatt,4,San Jose Sharks
135,Eric Furlatt,3,St. Louis Blues
136,Dan Marouelli,3,San Jose Sharks
137,Dan Marouelli,1,St. Louis Blues
138,Dean Warren,3,San Jose Sharks
139,Dean Warren,1,St. Louis Blues
140,Don Koharski,3,Calgary Flames
141,Don Koharski,5,Vancouver Canucks
142,Eric Furlatt,3,Calgary Flames
143,Eric Furlatt,5,Vancouver Canucks
144,Don VanMassenhoven,2,Calgary Flames
145,Don VanMassenhoven,1,Vancouver Canucks
146,Kerry Fraser,2,Calgary Flames
147,Kerry Fraser,1,Vancouver Canucks
148,Chris Rooney,1,Calgary Flames
149,Chris Rooney,2,Vancouver Canucks
150,Dan Marouelli,1,Calgary Flames
151,Dan Marouelli,2,Vancouver Canucks
152,Dean Warren,4,Calgary Flames
153,Dean Warren,0,Vancouver Canucks
154,Stephen Walkom,4,Calgary Flames
155,Stephen Walkom,0,Vancouver Canucks
156,Kevin Pollock,2,Calgary Flames
157,Kevin Pollock,1,Vancouver Canucks
158,Rob Shick,2,Calgary Flames
159,Rob Shick,1,Vancouver Canucks
160,Michael McGeough,4,Calgary Flames
161,Michael McGeough,5,Vancouver Canucks
162,Rob Shick,4,Calgary Flames
163,Rob Shick,5,Vancouver Canucks
164,Brad Watson,3,Calgary Flames
165,Brad Watson,2,Vancouver Canucks
166,Dan Marouelli,3,Calgary Flames
167,Dan Marouelli,2,Vancouver Canucks
168,Dean Warren,3,Colorado Avalanche
169,Dean Warren,1,Dallas Stars
170,Stephen Walkom,3,Colorado Avalanche
171,Stephen Walkom,1,Dallas Stars
172,Chris Rooney,5,Colorado Avalanche
173,Chris Rooney,2,Dallas Stars
174,Don Koharski,5,Colorado Avalanche
175,Don Koharski,2,Dallas Stars
176,Bill McCreary,3,Colorado Avalanche
177,Bill McCreary,4,Dallas Stars
178,Marc Joannette,3,Colorado Avalanche
179,Marc Joannette,4,Dallas Stars
180,Kelly Sutherland,3,Colorado Avalanche
181,Kelly Sutherland,2,Dallas Stars
182,Paul Devorski,3,Colorado Avalanche
183,Paul Devorski,2,Dallas Stars
184,Dan O'Halloran,0,Montréal Canadiens
185,Dan O'Halloran,4,Tampa Bay Lightning
186,Kerry Fraser,0,Montréal Canadiens
187,Kerry Fraser,4,Tampa Bay Lightning
188,Marc Joannette,1,Montréal Canadiens
189,Marc Joannette,3,Tampa Bay Lightning
190,Stephen Walkom,1,Montréal Canadiens
191,Stephen Walkom,3,Tampa Bay Lightning
192,Paul Devorski,3,Montréal Canadiens
193,Paul Devorski,4,Tampa Bay Lightning
194,Rob Shick,3,Montréal Canadiens
195,Rob Shick,4,Tampa Bay Lightning
196,Brad Watson,1,Montréal Canadiens
197,Brad Watson,3,Tampa Bay Lightning
198,Michael McGeough,1,Montréal Canadiens
199,Michael McGeough,3,Tampa Bay Lightning
200,Bill McCreary,3,Philadelphia Flyers
201,Bill McCreary,1,Toronto Maple Leafs
202,Don Koharski,3,Philadelphia Flyers
203,Don Koharski,1,Toronto Maple Leafs
204,Kerry Fraser,2,Philadelphia Flyers
205,Kerry Fraser,1,Toronto Maple Leafs
206,Michael McGeough,2,Philadelphia Flyers
207,Michael McGeough,1,Toronto Maple Leafs
208,Dan Marouelli,1,Philadelphia Flyers
209,Dan Marouelli,4,Toronto Maple Leafs
210,Paul Devorski,1,Philadelphia Flyers
211,Paul Devorski,4,Toronto Maple Leafs
212,Bill McCreary,1,Philadelphia Flyers
213,Bill McCreary,3,Toronto Maple Leafs
214,Brad Watson,1,Philadelphia Flyers
215,Brad Watson,3,Toronto Maple Leafs
216,Marc Joannette,7,Philadelphia Flyers
217,Marc Joannette,2,Toronto Maple Leafs
218,Rob Shick,7,Philadelphia Flyers
219,Rob Shick,2,Toronto Maple Leafs
220,Kevin Pollock,3,Philadelphia Flyers
221,Kevin Pollock,2,Toronto Maple Leafs
222,Stephen Walkom,3,Philadelphia Flyers
223,Stephen Walkom,2,Toronto Maple Leafs
224,Don VanMassenhoven,2,Calgary Flames
225,Don VanMassenhoven,1,Detroit Red Wings
226,Marc Joannette,2,Calgary Flames
227,Marc Joannette,1,Detroit Red Wings
228,Dan Marouelli,2,Calgary Flames
229,Dan Marouelli,5,Detroit Red Wings
230,Kevin Pollock,2,Calgary Flames
231,Kevin Pollock,5,Detroit Red Wings
232,Bill McCreary,3,Calgary Flames
233,Bill McCreary,2,Detroit Red Wings
234,Kelly Sutherland,3,Calgary Flames
235,Kelly Sutherland,2,Detroit Red Wings
236,Dan O'Halloran,2,Calgary Flames
237,Dan O'Halloran,4,Detroit Red Wings
238,Stephen Walkom,2,Calgary Flames
239,Stephen Walkom,4,Detroit Red Wings
240,Don Koharski,1,Calgary Flames
241,Don Koharski,0,Detroit Red Wings
242,Kevin Pollock,1,Calgary Flames
243,Kevin Pollock,0,Detroit Red Wings
244,Don VanMassenhoven,1,Calgary Flames
245,Don VanMassenhoven,0,Detroit Red Wings
246,Kerry Fraser,1,Calgary Flames
247,Kerry Fraser,0,Detroit Red Wings
248,Brad Watson,2,Colorado Avalanche
249,Brad Watson,5,San Jose Sharks
250,Michael McGeough,2,Colorado Avalanche
251,Michael McGeough,5,San Jose Sharks
252,Kelly Sutherland,1,Colorado Avalanche
253,Kelly Sutherland,4,San Jose Sharks
254,Rob Shick,1,Colorado Avalanche
255,Rob Shick,4,San Jose Sharks
256,Dan Marouelli,0,Colorado Avalanche
257,Dan Marouelli,1,San Jose Sharks
258,Kevin Pollock,0,Colorado Avalanche
259,Kevin Pollock,1,San Jose Sharks
260,Don Koharski,1,Colorado Avalanche
261,Don Koharski,0,San Jose Sharks
262,Don VanMassenhoven,1,Colorado Avalanche
263,Don VanMassenhoven,0,San Jose Sharks
264,Dan O'Halloran,2,Colorado Avalanche
265,Dan O'Halloran,1,San Jose Sharks
266,Kerry Fraser,2,Colorado Avalanche
267,Kerry Fraser,1,San Jose Sharks
268,Bill McCreary,1,Colorado Avalanche
269,Bill McCreary,3,San Jose Sharks
270,Rob Shick,1,Colorado Avalanche
271,Rob Shick,3,San Jose Sharks
272,Brad Watson,1,Philadelphia Flyers
273,Brad Watson,3,Tampa Bay Lightning
274,Dan Marouelli,1,Philadelphia Flyers
275,Dan Marouelli,3,Tampa Bay Lightning
276,Don Koharski,6,Philadelphia Flyers
277,Don Koharski,2,Tampa Bay Lightning
278,Marc Joannette,6,Philadelphia Flyers
279,Marc Joannette,2,Tampa Bay Lightning
280,Kerry Fraser,1,Philadelphia Flyers
281,Kerry Fraser,4,Tampa Bay Lightning
282,Stephen Walkom,1,Philadelphia Flyers
283,Stephen Walkom,4,Tampa Bay Lightning
284,Bill McCreary,3,Philadelphia Flyers
285,Bill McCreary,2,Tampa Bay Lightning
286,Kevin Pollock,3,Philadelphia Flyers
287,Kevin Pollock,2,Tampa Bay Lightning
288,Dan Marouelli,2,Philadelphia Flyers
289,Dan Marouelli,4,Tampa Bay Lightning
290,Don VanMassenhoven,2,Philadelphia Flyers
291,Don VanMassenhoven,4,Tampa Bay Lightning
292,Kerry Fraser,5,Philadelphia Flyers
293,Kerry Fraser,4,Tampa Bay Lightning
294,Stephen Walkom,5,Philadelphia Flyers
295,Stephen Walkom,4,Tampa Bay Lightning
296,Brad Watson,1,Philadelphia Flyers
297,Brad Watson,2,Tampa Bay Lightning
298,Stephen Walkom,1,Philadelphia Flyers
299,Stephen Walkom,2,Tampa Bay Lightning
300,Kevin Pollock,4,Calgary Flames
301,Kevin Pollock,3,San Jose Sharks
302,Stephen Walkom,4,Calgary Flames
303,Stephen Walkom,3,San Jose Sharks
304,Bill McCreary,4,Calgary Flames
305,Bill McCreary,1,San Jose Sharks
306,Don VanMassenhoven,4,Calgary Flames
307,Don VanMassenhoven,1,San Jose Sharks
308,Brad Watson,0,Calgary Flames
309,Brad Watson,3,San Jose Sharks
310,Dan Marouelli,0,Calgary Flames
311,Dan Marouelli,3,San Jose Sharks
312,Don Koharski,2,Calgary Flames
313,Don Koharski,4,San Jose Sharks
314,Marc Joannette,2,Calgary Flames
315,Marc Joannette,4,San Jose Sharks
316,Brad Watson,3,Calgary Flames
317,Brad Watson,0,San Jose Sharks
318,Kerry Fraser,3,Calgary Flames
319,Kerry Fraser,0,San Jose Sharks
320,Bill McCreary,3,Calgary Flames
321,Bill McCreary,1,San Jose Sharks
322,Kevin Pollock,3,Calgary Flames
323,Kevin Pollock,1,San Jose Sharks
324,Bill McCreary,4,Calgary Flames
325,Bill McCreary,1,Tampa Bay Lightning
326,Stephen Walkom,4,Calgary Flames
327,Stephen Walkom,1,Tampa Bay Lightning
328,Brad Watson,1,Calgary Flames
329,Brad Watson,4,Tampa Bay Lightning
330,Stephen Walkom,1,Calgary Flames
331,Stephen Walkom,4,Tampa Bay Lightning
332,Bill McCreary,3,Calgary Flames
333,Bill McCreary,0,Tampa Bay Lightning
334,Kerry Fraser,3,Calgary Flames
335,Kerry Fraser,0,Tampa Bay Lightning
336,Brad Watson,0,Calgary Flames
337,Brad Watson,1,Tampa Bay Lightning
338,Kerry Fraser,0,Calgary Flames
339,Kerry Fraser,1,Tampa Bay Lightning
340,Bill McCreary,3,Calgary Flames
341,Bill McCreary,2,Tampa Bay Lightning
342,Stephen Walkom,3,Calgary Flames
343,Stephen Walkom,2,Tampa Bay Lightning
344,Bill McCreary,2,Calgary Flames
345,Bill McCreary,3,Tampa Bay Lightning
346,Stephen Walkom,2,Calgary Flames
347,Stephen Walkom,3,Tampa Bay Lightning
348,Bill McCreary,1,Calgary Flames
349,Bill McCreary,2,Tampa Bay Lightning
350,Kerry Fraser,1,Calgary Flames
351,Kerry Fraser,2,Tampa Bay Lightning
