Year,Ref,Team,Actual Score,Predicted Score
1994,Don Koharski,New York Rangers,4,2.2648401826484017
1994,Swede Knox,New York Rangers,4,2.2648401826484017
1994,Mark Faucette,New York Rangers,4,2.3798449612403103
1994,Swede Knox,New York Rangers,4,2.3798449612403103
1994,Bill McCreary,New York Rangers,4,2.473809523809524
1994,Wayne Bonney,New York Rangers,4,2.473809523809524
1994,Andy van Hellemond,New York Rangers,4,2.708333333333333
1994,Wayne Bonney,New York Rangers,4,2.708333333333333
1994,Kerry Fraser,New York Rangers,4,3.082368082368082
1994,Mike Cvik,New York Rangers,4,3.082368082368082
1994,Kerry Fraser,Quebec Nordiques,4,2.75
1994,Mike Cvik,Quebec Nordiques,4,2.75
1994,Bob Hodges,New York Rangers,4,3.8762886597938144
1994,Dan Marouelli,New York Rangers,4,3.8762886597938144
1994,Bill McCreary,Buffalo Sabres,4,3.0739473684210528
1994,Ron Asselstine,Buffalo Sabres,4,3.0739473684210528
1994,Bill McCreary,Philadelphia Flyers,4,2.8634453781512605
1994,Ron Asselstine,Philadelphia Flyers,4,2.8634453781512605
1994,Rob Shick,Buffalo Sabres,4,2.9198564593301435
1994,Ron Asselstine,Buffalo Sabres,4,2.9198564593301435
1994,Rob Shick,Philadelphia Flyers,3,2.842857142857143
1994,Ron Asselstine,Philadelphia Flyers,3,2.842857142857143
1994,Andy van Hellemond,Buffalo Sabres,4,2.0181818181818176
1994,Swede Knox,Buffalo Sabres,4,2.0181818181818176
1994,Andy van Hellemond,Philadelphia Flyers,6,3.020833333333333
1994,Swede Knox,Philadelphia Flyers,6,3.020833333333333
1994,Andy van Hellemond,Pittsburgh Penguins,4,3.2881773399014773
1994,Shane Heyer,Pittsburgh Penguins,4,3.2881773399014773
1994,Andy van Hellemond,Washington Capitals,5,2.2719298245614037
1994,Shane Heyer,Washington Capitals,5,2.2719298245614037
1994,Bill McCreary,Pittsburgh Penguins,4,2.7910344827586204
1994,Shane Heyer,Pittsburgh Penguins,4,2.7910344827586204
1994,Bill McCreary,Washington Capitals,3,2.4834682860998654
1994,Shane Heyer,Washington Capitals,3,2.4834682860998654
1994,Brian Murphy,Pittsburgh Penguins,4,2.8825757575757573
1994,Terry Gregson,Pittsburgh Penguins,4,2.8825757575757573
1994,Brian Murphy,Washington Capitals,6,2.6589366515837103
1994,Terry Gregson,Washington Capitals,6,2.6589366515837103
1994,Brian Murphy,Pittsburgh Penguins,4,3.090909090909091
1994,Kerry Fraser,Pittsburgh Penguins,4,3.090909090909091
1994,Brian Murphy,Washington Capitals,6,2.855614973262032
1994,Kerry Fraser,Washington Capitals,6,2.855614973262032
1994,Mike McGeough,Pittsburgh Penguins,4,3.536363636363636
1994,Wayne Bonney,Pittsburgh Penguins,4,3.536363636363636
1994,Mike McGeough,Washington Capitals,5,2.25
1994,Wayne Bonney,Washington Capitals,5,2.25
1994,Paul Stewart,Pittsburgh Penguins,4,2.7011784511784516
1994,Wayne Bonney,Pittsburgh Penguins,4,2.7011784511784516
1994,Paul Stewart,Washington Capitals,1,2.4285714285714284
1994,Wayne Bonney,Washington Capitals,1,2.4285714285714284
1994,Don Koharski,Pittsburgh Penguins,4,2.9208791208791207
1994,Ray Scapinello,Pittsburgh Penguins,4,2.9208791208791207
1994,Don Koharski,Washington Capitals,0,2.728867623604466
1994,Ray Scapinello,Washington Capitals,0,2.728867623604466
1994,Terry Gregson,Boston Bruins,4,3.283333333333333
1994,Wayne Bonney,Boston Bruins,4,3.283333333333333
1994,Terry Gregson,New Jersey Devils,5,2.576388888888889
1994,Wayne Bonney,New Jersey Devils,5,2.576388888888889
1994,Don Koharski,Boston Bruins,4,3.2620120120120117
1994,Jay Sharrers,Boston Bruins,4,3.2620120120120117
1994,Don Koharski,New Jersey Devils,3,2.599780701754386
1994,Jay Sharrers,New Jersey Devils,3,2.599780701754386
1994,Andy van Hellemond,Boston Bruins,4,2.75
1994,Swede Knox,Boston Bruins,4,2.75
1994,Andy van Hellemond,New Jersey Devils,2,2.013888888888889
1994,Swede Knox,New Jersey Devils,2,2.013888888888889
1994,Mike McGeough,Boston Bruins,4,2.9166666666666665
1994,Swede Knox,Boston Bruins,4,2.9166666666666665
1994,Mike McGeough,New Jersey Devils,1,1.75
1994,Swede Knox,New Jersey Devils,1,1.75
1994,Bill McCreary,Boston Bruins,4,3.1722222222222225
1994,Gerard Gauthier,Boston Bruins,4,3.1722222222222225
1994,Bill McCreary,New Jersey Devils,3,3.1918976545842215
1994,Gerard Gauthier,New Jersey Devils,3,3.1918976545842215
1994,Collins,Detroit Red Wings,5,4.583333333333333
1994,Marouelli,Detroit Red Wings,5,4.583333333333333
1994,Collins,Detroit Red Wings,1,4.25
1994,Gregson,Detroit Red Wings,1,4.25
1994,M. Faucette,Detroit Red Wings,3,5.0
1994,R. Scapinello,Detroit Red Wings,3,5.0
1994,Dan Marouelli,Calgary Flames,4,2.942857142857143
1994,Gerard Gauthier,Calgary Flames,4,2.942857142857143
1994,Dan Marouelli,San Jose Sharks,5,2.00531914893617
1994,Gerard Gauthier,San Jose Sharks,5,2.00531914893617
1994,Gerard Gauthier,Calgary Flames,4,2.8023255813953494
1994,Paul Devorski,Calgary Flames,4,2.8023255813953494
1994,Gerard Gauthier,San Jose Sharks,5,2.157608695652174
1994,Paul Devorski,San Jose Sharks,5,2.157608695652174
1994,Faucette,Calgary Flames,4,2.7142857142857144
1994,Ron Asselstine,Calgary Flames,4,2.7142857142857144
1994,Faucette,San Jose Sharks,2,3.0476190476190474
1994,Ron Asselstine,San Jose Sharks,2,3.0476190476190474
1994,Ron Asselstine,Calgary Flames,4,5.214285714285714
1994,Shick,Calgary Flames,4,5.214285714285714
1994,Ron Asselstine,San Jose Sharks,4,3.0476190476190474
1994,Shick,San Jose Sharks,4,3.0476190476190474
1994,Don Koharski,Calgary Flames,4,3.5
1994,Pat Dapuzzo,Calgary Flames,4,3.5
1994,Don Koharski,San Jose Sharks,0,3.1517857142857144
1994,Pat Dapuzzo,San Jose Sharks,0,3.1517857142857144
1994,Gordon Broseker,Calgary Flames,4,1.5
1994,Van Hellemond,Calgary Flames,4,1.5
1994,Gordon Broseker,San Jose Sharks,5,2.125
1994,Van Hellemond,San Jose Sharks,5,2.125
1994,Kerry Fraser,Calgary Flames,4,2.878947368421053
1994,Wayne Bonney,Calgary Flames,4,2.878947368421053
1994,Kerry Fraser,San Jose Sharks,5,2.536764705882353
1994,Wayne Bonney,San Jose Sharks,5,2.536764705882353
1994,Jean Morin,St. Louis Blues,4,2.666666666666667
1994,Paul Stewart,St. Louis Blues,4,2.666666666666667
1994,Jean Morin,Vancouver Canucks,1,3.3392857142857144
1994,Paul Stewart,Vancouver Canucks,1,3.3392857142857144
1994,Jean Morin,St. Louis Blues,4,2.675
1994,Kerry Fraser,St. Louis Blues,4,2.675
1994,Jean Morin,Vancouver Canucks,5,3.3863636363636367
1994,Kerry Fraser,Vancouver Canucks,5,3.3863636363636367
1994,Gordon Broseker,St. Louis Blues,4,2.8354166666666663
1994,Rob Shick,St. Louis Blues,4,2.8354166666666663
1994,Gordon Broseker,Vancouver Canucks,6,3.064285714285714
1994,Rob Shick,Vancouver Canucks,6,3.064285714285714
1994,Gordon Broseker,St. Louis Blues,4,2.745454545454545
1994,Paul Devorski,St. Louis Blues,4,2.745454545454545
1994,Gordon Broseker,Vancouver Canucks,2,3.1530612244897958
1994,Paul Devorski,Vancouver Canucks,2,3.1530612244897958
1994,Brian Murphy,St. Louis Blues,4,2.7533222591362128
1994,Terry Gregson,St. Louis Blues,4,2.7533222591362128
1994,Brian Murphy,Vancouver Canucks,6,2.800925925925926
1994,Terry Gregson,Vancouver Canucks,6,2.800925925925926
1994,Andy van Hellemond,St. Louis Blues,4,2.9000000000000004
1994,Gerard Gauthier,St. Louis Blues,4,2.9000000000000004
1994,Brian Murphy,Chicago Blackhawks,4,2.6477272727272725
1994,Paul Devorski,Chicago Blackhawks,4,2.6477272727272725
1994,Brian Murphy,Toronto Maple Leafs,5,3.5375
1994,Paul Devorski,Toronto Maple Leafs,5,3.5375
1994,Brian Murphy,Chicago Blackhawks,4,2.4964114832535884
1994,Paul Stewart,Chicago Blackhawks,4,2.4964114832535884
1994,Brian Murphy,Toronto Maple Leafs,3,3.628571428571428
1994,Paul Stewart,Toronto Maple Leafs,3,3.628571428571428
1994,Bob Hodges,Chicago Blackhawks,4,2.7216867469879515
1994,Don Koharski,Chicago Blackhawks,4,2.7216867469879515
1994,Bob Hodges,Toronto Maple Leafs,2,2.8037974683544302
1994,Don Koharski,Toronto Maple Leafs,2,2.8037974683544302
1994,Dan Marouelli,Chicago Blackhawks,4,3.7741935483870965
1994,Mark Wheler,Chicago Blackhawks,4,3.7741935483870965
1994,Dan Marouelli,Toronto Maple Leafs,1,3.286163522012578
1994,Mark Wheler,Toronto Maple Leafs,1,3.286163522012578
1994,Kevin Collins,Chicago Blackhawks,4,3.0113636363636367
1994,Rob Shick,Chicago Blackhawks,4,3.0113636363636367
1994,Kevin Collins,Toronto Maple Leafs,2,2.651282051282051
1994,Rob Shick,Toronto Maple Leafs,2,2.651282051282051
1994,Kevin Collins,Chicago Blackhawks,4,2.7228260869565215
1994,Terry Gregson,Chicago Blackhawks,4,2.7228260869565215
1994,Kevin Collins,Toronto Maple Leafs,5,2.4983050847457626
1994,Terry Gregson,Toronto Maple Leafs,5,2.4983050847457626
1994,Bill McCreary,Chicago Blackhawks,4,2.875
1994,Gordon Broseker,Chicago Blackhawks,4,2.875
1994,Bill McCreary,Toronto Maple Leafs,2,3.1786786786786787
1994,Gordon Broseker,Toronto Maple Leafs,2,3.1786786786786787
1994,Don Koharski,New York Rangers,4,2.6815068493150687
1994,Wayne Bonney,New York Rangers,4,2.6815068493150687
1994,Don Koharski,Philadelphia Flyers,5,2.917567567567567
1994,Wayne Bonney,Philadelphia Flyers,5,2.917567567567567
1994,Bill McCreary,New York Rangers,4,2.473809523809524
1994,Wayne Bonney,New York Rangers,4,2.473809523809524
1994,Bill McCreary,Philadelphia Flyers,4,3.1539215686274513
1994,Wayne Bonney,Philadelphia Flyers,4,3.1539215686274513
1994,Ray Scapinello,New York Rangers,4,2.9910714285714284
1994,Terry Gregson,New York Rangers,4,2.9910714285714284
1994,Ray Scapinello,Philadelphia Flyers,5,2.8191489361702127
1994,Terry Gregson,Philadelphia Flyers,5,2.8191489361702127
1994,Andy van Hellemond,New York Rangers,4,2.9226190476190474
1994,Ray Scapinello,New York Rangers,4,2.9226190476190474
1994,Andy van Hellemond,Philadelphia Flyers,4,3.0625
1994,Ray Scapinello,Philadelphia Flyers,4,3.0625
1994,Shane Heyer,New Jersey Devils,4,2.945707070707071
1994,Terry Gregson,New Jersey Devils,4,2.945707070707071
1994,Shane Heyer,Pittsburgh Penguins,3,2.722701149425287
1994,Terry Gregson,Pittsburgh Penguins,3,2.722701149425287
1994,Andy van Hellemond,New Jersey Devils,4,2.820707070707071
1994,Shane Heyer,New Jersey Devils,4,2.820707070707071
1994,Andy van Hellemond,Pittsburgh Penguins,2,3.2881773399014773
1994,Shane Heyer,Pittsburgh Penguins,2,3.2881773399014773
1994,Kerry Fraser,New Jersey Devils,4,2.4888157894736844
1994,Wayne Bonney,New Jersey Devils,4,2.4888157894736844
1994,Kerry Fraser,Pittsburgh Penguins,1,2.6363636363636367
1994,Wayne Bonney,Pittsburgh Penguins,1,2.6363636363636367
1994,Bill McCreary,New Jersey Devils,4,2.8715513342379015
1994,Gordon Broseker,New Jersey Devils,4,2.8715513342379015
1994,Bill McCreary,Pittsburgh Penguins,1,3.1814285714285715
1994,Gordon Broseker,Pittsburgh Penguins,1,3.1814285714285715
1994,Dan Marouelli,New Jersey Devils,4,2.757034632034632
1994,Gordon Broseker,New Jersey Devils,4,2.757034632034632
1994,Dan Marouelli,Pittsburgh Penguins,1,3.2648247978436657
1994,Gordon Broseker,Pittsburgh Penguins,1,3.2648247978436657
1994,Fraser,Detroit Red Wings,4,2.767857142857143
1994,Gordon Broseker,Detroit Red Wings,4,2.767857142857143
1994,Fraser,San Jose Sharks,0,3.0
1994,Gordon Broseker,San Jose Sharks,0,3.0
1994,Gauthier,Detroit Red Wings,4,2.958333333333333
1994,Marouelli,Detroit Red Wings,4,2.958333333333333
1994,Gauthier,Detroit Red Wings,4,2.5
1994,Koharski,Detroit Red Wings,4,2.5
1994,Dan Marouelli,Chicago Blackhawks,4,2.7741935483870965
1994,Gerard Gauthier,Chicago Blackhawks,4,2.7741935483870965
1994,Gerard Gauthier,Chicago Blackhawks,4,2.723684210526316
1994,Paul Stewart,Chicago Blackhawks,4,2.723684210526316
1994,Don Koharski,Chicago Blackhawks,4,3.0466867469879517
1994,Kevin Collins,Chicago Blackhawks,4,3.0466867469879517
1994,Don Koharski,Vancouver Canucks,2,3.0634920634920637
1994,Kevin Collins,Vancouver Canucks,2,3.0634920634920637
1994,Kevin Collins,Chicago Blackhawks,4,3.0113636363636367
1994,Rob Shick,Chicago Blackhawks,4,3.0113636363636367
1994,Kevin Collins,Vancouver Canucks,3,2.905555555555556
1994,Rob Shick,Vancouver Canucks,3,2.905555555555556
1994,Bill McCreary,New Jersey Devils,4,2.5401119402985075
1994,Wayne Bonney,New Jersey Devils,4,2.5401119402985075
1994,Bill McCreary,Philadelphia Flyers,1,3.1539215686274513
1994,Wayne Bonney,Philadelphia Flyers,1,3.1539215686274513
1994,Andy van Hellemond,New Jersey Devils,4,2.451388888888889
1994,Wayne Bonney,New Jersey Devils,4,2.451388888888889
1994,Andy van Hellemond,Philadelphia Flyers,2,3.1625
1994,Wayne Bonney,Philadelphia Flyers,2,3.1625
1994,Kerry Fraser,New Jersey Devils,4,2.9773361976369497
1994,Kevin Collins,New Jersey Devils,4,2.9773361976369497
1994,Kerry Fraser,Philadelphia Flyers,3,2.657790626902009
1994,Kevin Collins,Philadelphia Flyers,3,2.657790626902009
1994,Kevin Collins,New Jersey Devils,4,3.064909297052154
1994,Terry Gregson,New Jersey Devils,4,3.064909297052154
1994,Kevin Collins,Philadelphia Flyers,4,2.528826355525051
1994,Terry Gregson,Philadelphia Flyers,4,2.528826355525051
1994,Dan Marouelli,New Jersey Devils,4,2.757034632034632
1994,Gordon Broseker,New Jersey Devils,4,2.757034632034632
1994,Dan Marouelli,Philadelphia Flyers,2,2.99343268502147
1994,Gordon Broseker,Philadelphia Flyers,2,2.99343268502147
1994,Don Koharski,New Jersey Devils,4,2.912280701754386
1994,Ray Scapinello,New Jersey Devils,4,2.912280701754386
1994,Don Koharski,Philadelphia Flyers,2,2.8175675675675675
1994,Ray Scapinello,Philadelphia Flyers,2,2.8175675675675675
1994,Gordon Broseker,Chicago Blackhawks,4,3.125
1994,Gregson,Chicago Blackhawks,4,3.125
1994,Gordon Broseker,Detroit Red Wings,2,2.642857142857143
1994,Gregson,Detroit Red Wings,2,2.642857142857143
1994,Gordon Broseker,Chicago Blackhawks,4,3.125
1994,Marouelli,Chicago Blackhawks,4,3.125
1994,Gordon Broseker,Detroit Red Wings,3,2.9761904761904763
1994,Marouelli,Detroit Red Wings,3,2.9761904761904763
1994,Don Koharski,Chicago Blackhawks,4,2.7966867469879517
1994,Pat Dapuzzo,Chicago Blackhawks,4,2.7966867469879517
1994,Don Koharski,Detroit Red Wings,4,3.5065789473684212
1994,Pat Dapuzzo,Detroit Red Wings,4,3.5065789473684212
1994,Bill McCreary,Chicago Blackhawks,4,2.625
1994,Pat Dapuzzo,Chicago Blackhawks,4,2.625
1994,Bill McCreary,Detroit Red Wings,2,3.5132978723404253
1994,Pat Dapuzzo,Detroit Red Wings,2,3.5132978723404253
1994,Schachte,Detroit Red Wings,2,3.625
1994,Van Hellemond,Detroit Red Wings,2,3.625
1994,McCreary,New Jersey Devils,2,4.5
1994,Murphy,New Jersey Devils,2,4.5
1994,R. Scapinello,Detroit Red Wings,4,3.0
1994,T. Gregson,Detroit Red Wings,4,3.0
1994,Kerry Fraser,Detroit Red Wings,4,3.4166666666666665
1994,Kevin Collins,Detroit Red Wings,4,3.4166666666666665
1994,Kerry Fraser,New Jersey Devils,5,2.9773361976369497
1994,Kevin Collins,New Jersey Devils,5,2.9773361976369497
1994,Bill McCreary,Detroit Red Wings,4,3.0132978723404253
1994,Wayne Bonney,Detroit Red Wings,4,3.0132978723404253
1994,Bill McCreary,New Jersey Devils,5,2.5401119402985075
1994,Wayne Bonney,New Jersey Devils,5,2.5401119402985075
1995,Brad Lazarowich,Philadelphia Flyers,4,2.8175675675675675
1995,Don Koharski,Philadelphia Flyers,4,2.8175675675675675
1995,Brad Lazarowich,Tampa Bay Lightning,3,2.176829268292683
1995,Don Koharski,Tampa Bay Lightning,3,2.176829268292683
1995,Brad Lazarowich,Philadelphia Flyers,4,3.024590163934426
1995,Paul Devorski,Philadelphia Flyers,4,3.024590163934426
1995,Brad Lazarowich,Tampa Bay Lightning,2,1.997058823529412
1995,Paul Devorski,Tampa Bay Lightning,2,1.997058823529412
1995,Rob Shick,Philadelphia Flyers,4,3.1333333333333337
1995,Wayne Bonney,Philadelphia Flyers,4,3.1333333333333337
1995,Rob Shick,Tampa Bay Lightning,5,2.6534391534391535
1995,Wayne Bonney,Tampa Bay Lightning,5,2.6534391534391535
1995,Mick McGeough,Philadelphia Flyers,4,3.7875
1995,Wayne Bonney,Philadelphia Flyers,4,3.7875
1995,Mick McGeough,Tampa Bay Lightning,1,2.857142857142857
1995,Wayne Bonney,Tampa Bay Lightning,1,2.857142857142857
1995,Bill McCreary,Philadelphia Flyers,4,2.7635989879822898
1995,Kevin Collins,Philadelphia Flyers,4,2.7635989879822898
1995,Bill McCreary,Tampa Bay Lightning,1,2.303571428571429
1995,Kevin Collins,Tampa Bay Lightning,1,2.303571428571429
1995,Andy van Hellemond,Philadelphia Flyers,4,2.7721774193548385
1995,Kevin Collins,Philadelphia Flyers,4,2.7721774193548385
1995,Andy van Hellemond,Tampa Bay Lightning,1,2.517857142857143
1995,Kevin Collins,Tampa Bay Lightning,1,2.517857142857143
1995,Don Koharski,Pittsburgh Penguins,4,2.923342175066313
1995,Shane Heyer,Pittsburgh Penguins,4,2.923342175066313
1995,Don Koharski,Washington Capitals,6,2.5614035087719307
1995,Shane Heyer,Washington Capitals,6,2.5614035087719307
1995,Mark Faucette,Pittsburgh Penguins,4,3.0207780725022104
1995,Shane Heyer,Pittsburgh Penguins,4,3.0207780725022104
1995,Mark Faucette,Washington Capitals,5,2.477603583426652
1995,Shane Heyer,Washington Capitals,5,2.477603583426652
1995,Bill McCreary,Pittsburgh Penguins,4,2.96
1995,Bob Hodges,Pittsburgh Penguins,4,2.96
1995,Bill McCreary,Washington Capitals,1,2.1782051282051285
1995,Bob Hodges,Washington Capitals,1,2.1782051282051285
1995,Gauthier,Pittsburgh Penguins,4,2.9166666666666665
1995,Marouelli,Pittsburgh Penguins,4,2.9166666666666665
1995,Gauthier,Washington Capitals,2,1.25
1995,Marouelli,Washington Capitals,2,1.25
1995,Gerard Gauthier,Pittsburgh Penguins,4,4.285714285714286
1995,Kerry Fraser,Pittsburgh Penguins,4,4.285714285714286
1995,Gerard Gauthier,Washington Capitals,1,2.7297979797979797
1995,Kerry Fraser,Washington Capitals,1,2.7297979797979797
1995,Gordon Broseker,Pittsburgh Penguins,4,3.113095238095238
1995,Terry Gregson,Pittsburgh Penguins,4,3.113095238095238
1995,Gordon Broseker,Washington Capitals,2,2.6964695752009185
1995,Terry Gregson,Washington Capitals,2,2.6964695752009185
1995,Bob Hodges,Montréal Canadiens,4,2.280952380952381
1995,Mark Faucette,Montréal Canadiens,4,2.280952380952381
1995,Bob Hodges,New York Rangers,2,4.046511627906977
1995,Mark Faucette,New York Rangers,2,4.046511627906977
1995,Bob Hodges,Montréal Canadiens,4,2.6666666666666665
1995,Mike McGeough,Montréal Canadiens,4,2.6666666666666665
1995,Bob Hodges,New York Rangers,3,5.5
1995,Mike McGeough,New York Rangers,3,5.5
1995,Gordon Broseker,Montréal Canadiens,4,2.375
1995,Rob Shick,Montréal Canadiens,4,2.375
1995,Gordon Broseker,New York Rangers,3,3.1206349206349207
1995,Rob Shick,New York Rangers,3,3.1206349206349207
1995,Terry Gregson,Boston Bruins,4,3.283333333333333
1995,Wayne Bonney,Boston Bruins,4,3.283333333333333
1995,Terry Gregson,Florida Panthers,6,2.5694444444444446
1995,Wayne Bonney,Florida Panthers,6,2.5694444444444446
1995,Rob Shick,Boston Bruins,4,3.340909090909091
1995,Wayne Bonney,Boston Bruins,4,3.340909090909091
1995,Rob Shick,Florida Panthers,6,2.770833333333333
1995,Wayne Bonney,Florida Panthers,6,2.770833333333333
1995,Bob Hodges,Boston Bruins,4,2.442105263157895
1995,Kerry Fraser,Boston Bruins,4,2.442105263157895
1995,Bob Hodges,Florida Panthers,4,2.549382716049383
1995,Kerry Fraser,Florida Panthers,4,2.549382716049383
1995,Andy van Hellemond,Boston Bruins,4,2.856060606060606
1995,Pierre Champoux,Boston Bruins,4,2.856060606060606
1995,Andy van Hellemond,Florida Panthers,2,2.3157894736842106
1995,Pierre Champoux,Florida Panthers,2,2.3157894736842106
1995,Greg Devorski,Boston Bruins,4,3.03415559772296
1995,Paul Devorski,Boston Bruins,4,3.03415559772296
1995,Greg Devorski,Florida Panthers,4,2.5514851485148515
1995,Paul Devorski,Florida Panthers,4,2.5514851485148515
1995,Scapinello,Detroit Red Wings,4,3.833333333333333
1995,Vanhellemond,Detroit Red Wings,4,3.833333333333333
1995,McCreary,Detroit Red Wings,4,2.833333333333333
1995,Scapinello,Detroit Red Wings,4,2.833333333333333
1995,Kevin Collins,Detroit Red Wings,4,3.1149425287356323
1995,Mark Faucette,Detroit Red Wings,4,3.1149425287356323
1995,Kevin Collins,Winnipeg Jets (1979),4,3.5
1995,Mark Faucette,Winnipeg Jets (1979),4,3.5
1995,Leon Stickle,Detroit Red Wings,4,4.236666666666666
1995,Terry Gregson,Detroit Red Wings,4,4.236666666666666
1995,Leon Stickle,Winnipeg Jets (1979),1,3.193181818181818
1995,Terry Gregson,Winnipeg Jets (1979),1,3.193181818181818
1995,Dan Marouelli,Detroit Red Wings,4,3.4978070175438596
1995,Jay Sharrers,Detroit Red Wings,4,3.4978070175438596
1995,Dan Marouelli,Winnipeg Jets (1979),3,3.0
1995,Jay Sharrers,Winnipeg Jets (1979),3,3.0
1995,Randy Mitton,Detroit Red Wings,4,3.5
1995,Rob Schick,Detroit Red Wings,4,3.5
1995,Randy Mitton,Winnipeg Jets (1979),1,2.6666666666666665
1995,Rob Schick,Winnipeg Jets (1979),1,2.6666666666666665
1995,Dan Marouelli,Colorado Avalanche,4,4.115384615384616
1995,Gerard Gauthier,Colorado Avalanche,4,4.115384615384616
1995,Devorski,Colorado Avalanche,4,4.5
1995,Van Hellemond,Colorado Avalanche,4,4.5
1995,Devorski,Colorado Avalanche,4,5.0
1995,Koharski,Colorado Avalanche,4,5.0
1995,Devorski,Vancouver Canucks,4,3.7
1995,Koharski,Vancouver Canucks,4,3.7
1995,Paul Stewart,Colorado Avalanche,4,2.75
1995,Ray Scapinello,Colorado Avalanche,4,2.75
1995,Paul Stewart,Vancouver Canucks,4,3.1726190476190474
1995,Ray Scapinello,Vancouver Canucks,4,3.1726190476190474
1995,Faucette,Colorado Avalanche,4,3.6666666666666665
1995,Ron Asselstine,Colorado Avalanche,4,3.6666666666666665
1995,Faucette,Vancouver Canucks,2,3.1666666666666665
1995,Ron Asselstine,Vancouver Canucks,2,3.1666666666666665
1995,Bill McCreary,Calgary Flames,4,2.3805970149253732
1995,Gordon Broseker,Calgary Flames,4,2.3805970149253732
1995,Bill McCreary,Chicago Blackhawks,4,2.875
1995,Gordon Broseker,Chicago Blackhawks,4,2.875
1995,Gordon Broseker,Calgary Flames,4,2.245614035087719
1995,Kerry Fraser,Calgary Flames,4,2.245614035087719
1995,Gordon Broseker,Chicago Blackhawks,3,3.1011904761904763
1995,Kerry Fraser,Chicago Blackhawks,3,3.1011904761904763
1995,Don Koharski,Calgary Flames,4,2.7142857142857144
1995,Ron Asselstine,Calgary Flames,4,2.7142857142857144
1995,Don Koharski,Chicago Blackhawks,7,2.885972461273666
1995,Ron Asselstine,Chicago Blackhawks,7,2.885972461273666
1995,Faucette,Calgary Flames,4,2.7142857142857144
1995,Ron Asselstine,Calgary Flames,4,2.7142857142857144
1995,Faucette,Chicago Blackhawks,2,2.0892857142857144
1995,Ron Asselstine,Chicago Blackhawks,2,2.0892857142857144
1995,Pat Dapuzzo,St. Louis Blues,4,2.6354166666666665
1995,Rob Shick,St. Louis Blues,4,2.6354166666666665
1995,Pat Dapuzzo,Toronto Maple Leafs,1,2.884615384615384
1995,Rob Shick,Toronto Maple Leafs,1,2.884615384615384
1995,Greg Devorski,St. Louis Blues,4,2.4916666666666667
1995,Paul Stewart,St. Louis Blues,4,2.4916666666666667
1995,Greg Devorski,Toronto Maple Leafs,5,3.000793650793651
1995,Paul Stewart,Toronto Maple Leafs,5,3.000793650793651
1995,Dan Marouelli,St. Louis Blues,4,2.827358490566038
1995,Gordon Broseker,St. Louis Blues,4,2.827358490566038
1995,Dan Marouelli,Toronto Maple Leafs,2,3.230607966457023
1995,Gordon Broseker,Toronto Maple Leafs,2,3.230607966457023
1995,Andy van Hellemond,St. Louis Blues,4,3.0
1995,Gordon Broseker,St. Louis Blues,4,3.0
1995,Andy van Hellemond,Toronto Maple Leafs,1,3.327777777777778
1995,Gordon Broseker,Toronto Maple Leafs,1,3.327777777777778
1995,Jay Sharrers,St. Louis Blues,4,2.5454545454545454
1995,Paul Devorski,St. Louis Blues,4,2.5454545454545454
1995,Jay Sharrers,Toronto Maple Leafs,5,2.826388888888889
1995,Paul Devorski,Toronto Maple Leafs,5,2.826388888888889
1995,Bill McCreary,St. Louis Blues,4,2.422077922077922
1995,Bob Hodges,St. Louis Blues,4,2.422077922077922
1995,Bill McCreary,Toronto Maple Leafs,1,2.9009009009009006
1995,Bob Hodges,Toronto Maple Leafs,1,2.9009009009009006
1995,Dan Marouelli,Florida Panthers,4,2.5161290322580645
1995,Wayne Bonney,Florida Panthers,4,2.5161290322580645
1995,Dan Marouelli,Philadelphia Flyers,0,2.9177570093457943
1995,Wayne Bonney,Philadelphia Flyers,0,2.9177570093457943
1995,Mark Faucette,Florida Panthers,4,2.7982456140350878
1995,Wayne Bonney,Florida Panthers,4,2.7982456140350878
1995,Mark Faucette,Philadelphia Flyers,3,3.1
1995,Wayne Bonney,Philadelphia Flyers,3,3.1
1995,Bill McCreary,Florida Panthers,4,2.29933110367893
1995,Ray Scapinello,Florida Panthers,4,2.29933110367893
1995,Bill McCreary,Philadelphia Flyers,3,3.053921568627451
1995,Ray Scapinello,Philadelphia Flyers,3,3.053921568627451
1995,Ray Scapinello,Florida Panthers,4,2.3092948717948714
1995,Rob Shick,Florida Panthers,4,2.3092948717948714
1995,Ray Scapinello,Philadelphia Flyers,3,3.033333333333333
1995,Rob Shick,Philadelphia Flyers,3,3.033333333333333
1995,Don Koharski,Florida Panthers,4,2.477112676056338
1995,Shane Heyer,Florida Panthers,4,2.477112676056338
1995,Don Koharski,Philadelphia Flyers,1,2.953931203931204
1995,Shane Heyer,Philadelphia Flyers,1,2.953931203931204
1995,Gordon Broseker,Florida Panthers,4,2.3758960573476706
1995,Terry Gregson,Florida Panthers,4,2.3758960573476706
1995,Gordon Broseker,Philadelphia Flyers,1,2.9948246118458886
1995,Terry Gregson,Philadelphia Flyers,1,2.9948246118458886
1995,Andy van Hellemond,New York Rangers,4,2.90625
1995,Kevin Collins,New York Rangers,4,2.90625
1995,Andy van Hellemond,Pittsburgh Penguins,4,3.2477678571428568
1995,Kevin Collins,Pittsburgh Penguins,4,3.2477678571428568
1995,Kerry Fraser,New York Rangers,4,2.6731418918918917
